"REF_DATE","GEO","DGUID","Airports","Domestic and international itinerant movements","Type of operation","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020-05","Canada","2016A000011124","Windsor, Ontario","Other international movements","Total itinerant movements","Number","223","units","0","v32859691","1.40.3.1","0","","","","0"
"2020-06","Canada","2016A000011124","Windsor, Ontario","Other international movements","Total itinerant movements","Number","223","units","0","v32859691","1.40.3.1","1","","","","0"
"2020-01","Canada","2016A000011124","Winnipeg/James Armstrong Richardson International, Manitoba","Domestic movements","Total itinerant movements","Number","223","units","0","v32859698","1.41.1.1","7114","","","","0"
"2020-02","Canada","2016A000011124","Winnipeg/James Armstrong Richardson International, Manitoba","Domestic movements","Total itinerant movements","Number","223","units","0","v32859698","1.41.1.1","6647","","","","0"
"2020-03","Canada","2016A000011124","Winnipeg/James Armstrong Richardson International, Manitoba","Domestic movements","Total itinerant movements","Number","223","units","0","v32859698","1.41.1.1","6025","","","","0"
"2020-04","Canada","2016A000011124","Winnipeg/James Armstrong Richardson International, Manitoba","Domestic movements","Total itinerant movements","Number","223","units","0","v32859698","1.41.1.1","3406","","","","0"
"2020-05","Canada","2016A000011124","Winnipeg/James Armstrong Richardson International, Manitoba","Domestic movements","Total itinerant movements","Number","223","units","0","v32859698","1.41.1.1","4002","","","","0"
"2020-06","Canada","2016A000011124","Winnipeg/James Armstrong Richardson International, Manitoba","Domestic movements","Total itinerant movements","Number","223","units","0","v32859698","1.41.1.1","4774","","","","0"
"2020-01","Canada","2016A000011124","Winnipeg/James Armstrong Richardson International, Manitoba","Transborder movements","Total itinerant movements","Number","223","units","0","v32859705","1.41.2.1","831","","","","0"
"2020-02","Canada","2016A000011124","Winnipeg/James Armstrong Richardson International, Manitoba","Transborder movements","Total itinerant movements","Number","223","units","0","v32859705","1.41.2.1","802","","","","0"
"2020-03","Canada","2016A000011124","Winnipeg/James Armstrong Richardson International, Manitoba","Transborder movements","Total itinerant movements","Number","223","units","0","v32859705","1.41.2.1","745","","","","0"
"2020-04","Canada","2016A000011124","Winnipeg/James Armstrong Richardson International, Manitoba","Transborder movements","Total itinerant movements","Number","223","units","0","v32859705","1.41.2.1","189","","","","0"
"2020-05","Canada","2016A000011124","Winnipeg/James Armstrong Richardson International, Manitoba","Transborder movements","Total itinerant movements","Number","223","units","0","v32859705","1.41.2.1","195","","","","0"
"2020-06","Canada","2016A000011124","Winnipeg/James Armstrong Richardson International, Manitoba","Transborder movements","Total itinerant movements","Number","223","units","0","v32859705","1.41.2.1","244","","","","0"
"2020-01","Canada","2016A000011124","Winnipeg/James Armstrong Richardson International, Manitoba","Other international movements","Total itinerant movements","Number","223","units","0","v32859712","1.41.3.1","362","","","","0"
"2020-02","Canada","2016A000011124","Winnipeg/James Armstrong Richardson International, Manitoba","Other international movements","Total itinerant movements","Number","223","units","0","v32859712","1.41.3.1","361","","","","0"
"2020-03","Canada","2016A000011124","Winnipeg/James Armstrong Richardson International, Manitoba","Other international movements","Total itinerant movements","Number","223","units","0","v32859712","1.41.3.1","265","","","","0"
"2020-04","Canada","2016A000011124","Winnipeg/James Armstrong Richardson International, Manitoba","Other international movements","Total itinerant movements","Number","223","units","0","v32859712","1.41.3.1","3","","","","0"
"2020-05","Canada","2016A000011124","Winnipeg/James Armstrong Richardson International, Manitoba","Other international movements","Total itinerant movements","Number","223","units","0","v32859712","1.41.3.1","10","","","","0"
"2020-06","Canada","2016A000011124","Winnipeg/James Armstrong Richardson International, Manitoba","Other international movements","Total itinerant movements","Number","223","units","0","v32859712","1.41.3.1","5","","","","0"
"2020-01","Canada","2016A000011124","Winnipeg/St. Andrews, Manitoba","Domestic movements","Total itinerant movements","Number","223","units","0","v32859719","1.42.1.1","2290","","","","0"
"2020-02","Canada","2016A000011124","Winnipeg/St. Andrews, Manitoba","Domestic movements","Total itinerant movements","Number","223","units","0","v32859719","1.42.1.1","3790","","","","0"
"2020-03","Canada","2016A000011124","Winnipeg/St. Andrews, Manitoba","Domestic movements","Total itinerant movements","Number","223","units","0","v32859719","1.42.1.1","3293","","","","0"
"2020-04","Canada","2016A000011124","Winnipeg/St. Andrews, Manitoba","Domestic movements","Total itinerant movements","Number","223","units","0","v32859719","1.42.1.1","1040","","","","0"
"2020-05","Canada","2016A000011124","Winnipeg/St. Andrews, Manitoba","Domestic movements","Total itinerant movements","Number","223","units","0","v32859719","1.42.1.1","2674","","","","0"
"2020-06","Canada","2016A000011124","Winnipeg/St. Andrews, Manitoba","Domestic movements","Total itinerant movements","Number","223","units","0","v32859719","1.42.1.1","3783","","","","0"
"2020-01","Canada","2016A000011124","Winnipeg/St. Andrews, Manitoba","Transborder movements","Total itinerant movements","Number","223","units","0","v32859726","1.42.2.1","5","","","","0"
"2020-02","Canada","2016A000011124","Winnipeg/St. Andrews, Manitoba","Transborder movements","Total itinerant movements","Number","223","units","0","v32859726","1.42.2.1","4","","","","0"
"2020-03","Canada","2016A000011124","Winnipeg/St. Andrews, Manitoba","Transborder movements","Total itinerant movements","Number","223","units","0","v32859726","1.42.2.1","3","","","","0"
"2020-04","Canada","2016A000011124","Winnipeg/St. Andrews, Manitoba","Transborder movements","Total itinerant movements","Number","223","units","0","v32859726","1.42.2.1","4","","","","0"
"2020-05","Canada","2016A000011124","Winnipeg/St. Andrews, Manitoba","Transborder movements","Total itinerant movements","Number","223","units","0","v32859726","1.42.2.1","2","","","","0"
"2020-06","Canada","2016A000011124","Winnipeg/St. Andrews, Manitoba","Transborder movements","Total itinerant movements","Number","223","units","0","v32859726","1.42.2.1","1","","","","0"
"2020-01","Canada","2016A000011124","Winnipeg/St. Andrews, Manitoba","Other international movements","Total itinerant movements","Number","223","units","0","v32859733","1.42.3.1","0","","","","0"
"2020-02","Canada","2016A000011124","Winnipeg/St. Andrews, Manitoba","Other international movements","Total itinerant movements","Number","223","units","0","v32859733","1.42.3.1","0","","","","0"
"2020-03","Canada","2016A000011124","Winnipeg/St. Andrews, Manitoba","Other international movements","Total itinerant movements","Number","223","units","0","v32859733","1.42.3.1","0","","","","0"
"2020-04","Canada","2016A000011124","Winnipeg/St. Andrews, Manitoba","Other international movements","Total itinerant movements","Number","223","units","0","v32859733","1.42.3.1","0","","","","0"
"2020-05","Canada","2016A000011124","Winnipeg/St. Andrews, Manitoba","Other international movements","Total itinerant movements","Number","223","units","0","v32859733","1.42.3.1","0","","","","0"
"2020-06","Canada","2016A000011124","Winnipeg/St. Andrews, Manitoba","Other international movements","Total itinerant movements","Number","223","units","0","v32859733","1.42.3.1","0","","","","0"
"2020-01","Canada","2016A000011124","Yellowknife, Northwest Territories","Domestic movements","Total itinerant movements","Number","223","units","0","v32859740","1.43.1.1","3005","","","","0"
"2020-02","Canada","2016A000011124","Yellowknife, Northwest Territories","Domestic movements","Total itinerant movements","Number","223","units","0","v32859740","1.43.1.1","3188","","","","0"
"2020-03","Canada","2016A000011124","Yellowknife, Northwest Territories","Domestic movements","Total itinerant movements","Number","223","units","0","v32859740","1.43.1.1","2812","","","","0"
"2020-04","Canada","2016A000011124","Yellowknife, Northwest Territories","Domestic movements","Total itinerant movements","Number","223","units","0","v32859740","1.43.1.1","1721","","","","0"
"2020-05","Canada","2016A000011124","Yellowknife, Northwest Territories","Domestic movements","Total itinerant movements","Number","223","units","0","v32859740","1.43.1.1","1662","","","","0"
"2020-06","Canada","2016A000011124","Yellowknife, Northwest Territories","Domestic movements","Total itinerant movements","Number","223","units","0","v32859740","1.43.1.1","2488","","","","0"
"2020-01","Canada","2016A000011124","Yellowknife, Northwest Territories","Transborder movements","Total itinerant movements","Number","223","units","0","v32859747","1.43.2.1","2","","","","0"
"2020-02","Canada","2016A000011124","Yellowknife, Northwest Territories","Transborder movements","Total itinerant movements","Number","223","units","0","v32859747","1.43.2.1","4","","","","0"
"2020-03","Canada","2016A000011124","Yellowknife, Northwest Territories","Transborder movements","Total itinerant movements","Number","223","units","0","v32859747","1.43.2.1","5","","","","0"
"2020-04","Canada","2016A000011124","Yellowknife, Northwest Territories","Transborder movements","Total itinerant movements","Number","223","units","0","v32859747","1.43.2.1","0","","","","0"
"2020-05","Canada","2016A000011124","Yellowknife, Northwest Territories","Transborder movements","Total itinerant movements","Number","223","units","0","v32859747","1.43.2.1","0","","","","0"
"2020-06","Canada","2016A000011124","Yellowknife, Northwest Territories","Transborder movements","Total itinerant movements","Number","223","units","0","v32859747","1.43.2.1","1","","","","0"
"2020-01","Canada","2016A000011124","Yellowknife, Northwest Territories","Other international movements","Total itinerant movements","Number","223","units","0","v32859754","1.43.3.1","1","","","","0"
"2020-02","Canada","2016A000011124","Yellowknife, Northwest Territories","Other international movements","Total itinerant movements","Number","223","units","0","v32859754","1.43.3.1","0","","","","0"
"2020-03","Canada","2016A000011124","Yellowknife, Northwest Territories","Other international movements","Total itinerant movements","Number","223","units","0","v32859754","1.43.3.1","2","","","","0"
"2020-04","Canada","2016A000011124","Yellowknife, Northwest Territories","Other international movements","Total itinerant movements","Number","223","units","0","v32859754","1.43.3.1","0","","","","0"
"2020-05","Canada","2016A000011124","Yellowknife, Northwest Territories","Other international movements","Total itinerant movements","Number","223","units","0","v32859754","1.43.3.1","0","","","","0"
"2020-06","Canada","2016A000011124","Yellowknife, Northwest Territories","Other international movements","Total itinerant movements","Number","223","units","0","v32859754","1.43.3.1","1","","","","0"


