"REF_DATE","GEO","DGUID","Airports","Domestic and international itinerant movements","Type of operation","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020-03","Canada","2016A000011124","Montréal/Pierre Elliott Trudeau International, Quebec","Transborder movements","Total itinerant movements","Number","223","units","0","v32859243","1.19.2.1","4415","","","","0"
"2020-04","Canada","2016A000011124","Montréal/Pierre Elliott Trudeau International, Quebec","Transborder movements","Total itinerant movements","Number","223","units","0","v32859243","1.19.2.1","397","","","","0"
"2020-05","Canada","2016A000011124","Montréal/Pierre Elliott Trudeau International, Quebec","Transborder movements","Total itinerant movements","Number","223","units","0","v32859243","1.19.2.1","327","","","","0"
"2020-06","Canada","2016A000011124","Montréal/Pierre Elliott Trudeau International, Quebec","Transborder movements","Total itinerant movements","Number","223","units","0","v32859243","1.19.2.1","471","","","","0"
"2020-01","Canada","2016A000011124","Montréal/Pierre Elliott Trudeau International, Quebec","Other international movements","Total itinerant movements","Number","223","units","0","v32859250","1.19.3.1","3640","","","","0"
"2020-02","Canada","2016A000011124","Montréal/Pierre Elliott Trudeau International, Quebec","Other international movements","Total itinerant movements","Number","223","units","0","v32859250","1.19.3.1","3333","","","","0"
"2020-03","Canada","2016A000011124","Montréal/Pierre Elliott Trudeau International, Quebec","Other international movements","Total itinerant movements","Number","223","units","0","v32859250","1.19.3.1","2751","","","","0"
"2020-04","Canada","2016A000011124","Montréal/Pierre Elliott Trudeau International, Quebec","Other international movements","Total itinerant movements","Number","223","units","0","v32859250","1.19.3.1","271","","","","0"
"2020-05","Canada","2016A000011124","Montréal/Pierre Elliott Trudeau International, Quebec","Other international movements","Total itinerant movements","Number","223","units","0","v32859250","1.19.3.1","313","","","","0"
"2020-06","Canada","2016A000011124","Montréal/Pierre Elliott Trudeau International, Quebec","Other international movements","Total itinerant movements","Number","223","units","0","v32859250","1.19.3.1","503","","","","0"
"2020-01","Canada","2016A000011124","Montréal/St-Hubert, Quebec","Domestic movements","Total itinerant movements","Number","223","units","0","v32859257","1.20.1.1","3658","","","","0"
"2020-02","Canada","2016A000011124","Montréal/St-Hubert, Quebec","Domestic movements","Total itinerant movements","Number","223","units","0","v32859257","1.20.1.1","3590","","","","0"
"2020-03","Canada","2016A000011124","Montréal/St-Hubert, Quebec","Domestic movements","Total itinerant movements","Number","223","units","0","v32859257","1.20.1.1","4878","","","","0"
"2020-04","Canada","2016A000011124","Montréal/St-Hubert, Quebec","Domestic movements","Total itinerant movements","Number","223","units","0","v32859257","1.20.1.1","909","","","","0"
"2020-05","Canada","2016A000011124","Montréal/St-Hubert, Quebec","Domestic movements","Total itinerant movements","Number","223","units","0","v32859257","1.20.1.1","3571","","","","0"
"2020-06","Canada","2016A000011124","Montréal/St-Hubert, Quebec","Domestic movements","Total itinerant movements","Number","223","units","0","v32859257","1.20.1.1","6429","","","","0"
"2020-01","Canada","2016A000011124","Montréal/St-Hubert, Quebec","Transborder movements","Total itinerant movements","Number","223","units","0","v32859264","1.20.2.1","164","","","","0"
"2020-02","Canada","2016A000011124","Montréal/St-Hubert, Quebec","Transborder movements","Total itinerant movements","Number","223","units","0","v32859264","1.20.2.1","175","","","","0"
"2020-03","Canada","2016A000011124","Montréal/St-Hubert, Quebec","Transborder movements","Total itinerant movements","Number","223","units","0","v32859264","1.20.2.1","72","","","","0"
"2020-04","Canada","2016A000011124","Montréal/St-Hubert, Quebec","Transborder movements","Total itinerant movements","Number","223","units","0","v32859264","1.20.2.1","2","","","","0"
"2020-05","Canada","2016A000011124","Montréal/St-Hubert, Quebec","Transborder movements","Total itinerant movements","Number","223","units","0","v32859264","1.20.2.1","7","","","","0"
"2020-06","Canada","2016A000011124","Montréal/St-Hubert, Quebec","Transborder movements","Total itinerant movements","Number","223","units","0","v32859264","1.20.2.1","23","","","","0"
"2020-01","Canada","2016A000011124","Montréal/St-Hubert, Quebec","Other international movements","Total itinerant movements","Number","223","units","0","v32859271","1.20.3.1","11","","","","0"
"2020-02","Canada","2016A000011124","Montréal/St-Hubert, Quebec","Other international movements","Total itinerant movements","Number","223","units","0","v32859271","1.20.3.1","6","","","","0"
"2020-03","Canada","2016A000011124","Montréal/St-Hubert, Quebec","Other international movements","Total itinerant movements","Number","223","units","0","v32859271","1.20.3.1","6","","","","0"
"2020-04","Canada","2016A000011124","Montréal/St-Hubert, Quebec","Other international movements","Total itinerant movements","Number","223","units","0","v32859271","1.20.3.1","1","","","","0"
"2020-05","Canada","2016A000011124","Montréal/St-Hubert, Quebec","Other international movements","Total itinerant movements","Number","223","units","0","v32859271","1.20.3.1","0","","","","0"
"2020-06","Canada","2016A000011124","Montréal/St-Hubert, Quebec","Other international movements","Total itinerant movements","Number","223","units","0","v32859271","1.20.3.1","1","","","","0"
"2020-01","Canada","2016A000011124","Oshawa, Ontario","Domestic movements","Total itinerant movements","Number","223","units","0","v32859278","1.21.1.1","3803","","","","0"
"2020-02","Canada","2016A000011124","Oshawa, Ontario","Domestic movements","Total itinerant movements","Number","223","units","0","v32859278","1.21.1.1","3796","","","","0"
"2020-03","Canada","2016A000011124","Oshawa, Ontario","Domestic movements","Total itinerant movements","Number","223","units","0","v32859278","1.21.1.1","3375","","","","0"
"2020-04","Canada","2016A000011124","Oshawa, Ontario","Domestic movements","Total itinerant movements","Number","223","units","0","v32859278","1.21.1.1","824","","","","0"
"2020-05","Canada","2016A000011124","Oshawa, Ontario","Domestic movements","Total itinerant movements","Number","223","units","0","v32859278","1.21.1.1","1476","","","","0"
"2020-06","Canada","2016A000011124","Oshawa, Ontario","Domestic movements","Total itinerant movements","Number","223","units","0","v32859278","1.21.1.1","2833","","","","0"
"2020-01","Canada","2016A000011124","Oshawa, Ontario","Transborder movements","Total itinerant movements","Number","223","units","0","v32859285","1.21.2.1","57","","","","0"
"2020-02","Canada","2016A000011124","Oshawa, Ontario","Transborder movements","Total itinerant movements","Number","223","units","0","v32859285","1.21.2.1","50","","","","0"
"2020-03","Canada","2016A000011124","Oshawa, Ontario","Transborder movements","Total itinerant movements","Number","223","units","0","v32859285","1.21.2.1","41","","","","0"
"2020-04","Canada","2016A000011124","Oshawa, Ontario","Transborder movements","Total itinerant movements","Number","223","units","0","v32859285","1.21.2.1","5","","","","0"
"2020-05","Canada","2016A000011124","Oshawa, Ontario","Transborder movements","Total itinerant movements","Number","223","units","0","v32859285","1.21.2.1","6","","","","0"
"2020-06","Canada","2016A000011124","Oshawa, Ontario","Transborder movements","Total itinerant movements","Number","223","units","0","v32859285","1.21.2.1","4","","","","0"
"2020-01","Canada","2016A000011124","Oshawa, Ontario","Other international movements","Total itinerant movements","Number","223","units","0","v32859292","1.21.3.1","6","","","","0"
"2020-02","Canada","2016A000011124","Oshawa, Ontario","Other international movements","Total itinerant movements","Number","223","units","0","v32859292","1.21.3.1","3","","","","0"
"2020-03","Canada","2016A000011124","Oshawa, Ontario","Other international movements","Total itinerant movements","Number","223","units","0","v32859292","1.21.3.1","5","","","","0"
"2020-04","Canada","2016A000011124","Oshawa, Ontario","Other international movements","Total itinerant movements","Number","223","units","0","v32859292","1.21.3.1","0","","","","0"
"2020-05","Canada","2016A000011124","Oshawa, Ontario","Other international movements","Total itinerant movements","Number","223","units","0","v32859292","1.21.3.1","0","","","","0"
"2020-06","Canada","2016A000011124","Oshawa, Ontario","Other international movements","Total itinerant movements","Number","223","units","0","v32859292","1.21.3.1","1","","","","0"
"2020-01","Canada","2016A000011124","Ottawa/Macdonald-Cartier International, Ontario","Domestic movements","Total itinerant movements","Number","223","units","0","v32859299","1.22.1.1","5794","","","","0"
"2020-02","Canada","2016A000011124","Ottawa/Macdonald-Cartier International, Ontario","Domestic movements","Total itinerant movements","Number","223","units","0","v32859299","1.22.1.1","5456","","","","0"
"2020-03","Canada","2016A000011124","Ottawa/Macdonald-Cartier International, Ontario","Domestic movements","Total itinerant movements","Number","223","units","0","v32859299","1.22.1.1","4384","","","","0"
"2020-04","Canada","2016A000011124","Ottawa/Macdonald-Cartier International, Ontario","Domestic movements","Total itinerant movements","Number","223","units","0","v32859299","1.22.1.1","1102","","","","0"
"2020-05","Canada","2016A000011124","Ottawa/Macdonald-Cartier International, Ontario","Domestic movements","Total itinerant movements","Number","223","units","0","v32859299","1.22.1.1","1190","","","","0"
"2020-06","Canada","2016A000011124","Ottawa/Macdonald-Cartier International, Ontario","Domestic movements","Total itinerant movements","Number","223","units","0","v32859299","1.22.1.1","2047","","","","0"
"2020-01","Canada","2016A000011124","Ottawa/Macdonald-Cartier International, Ontario","Transborder movements","Total itinerant movements","Number","223","units","0","v32859306","1.22.2.1","1284","","","","0"
"2020-02","Canada","2016A000011124","Ottawa/Macdonald-Cartier International, Ontario","Transborder movements","Total itinerant movements","Number","223","units","0","v32859306","1.22.2.1","1256","","","","0"
"2020-03","Canada","2016A000011124","Ottawa/Macdonald-Cartier International, Ontario","Transborder movements","Total itinerant movements","Number","223","units","0","v32859306","1.22.2.1","1026","","","","0"
"2020-04","Canada","2016A000011124","Ottawa/Macdonald-Cartier International, Ontario","Transborder movements","Total itinerant movements","Number","223","units","0","v32859306","1.22.2.1","113","","","","0"
"2020-05","Canada","2016A000011124","Ottawa/Macdonald-Cartier International, Ontario","Transborder movements","Total itinerant movements","Number","223","units","0","v32859306","1.22.2.1","137","","","","0"
"2020-06","Canada","2016A000011124","Ottawa/Macdonald-Cartier International, Ontario","Transborder movements","Total itinerant movements","Number","223","units","0","v32859306","1.22.2.1","104","","","","0"
"2020-01","Canada","2016A000011124","Ottawa/Macdonald-Cartier International, Ontario","Other international movements","Total itinerant movements","Number","223","units","0","v32859313","1.22.3.1","434","","","","0"
"2020-02","Canada","2016A000011124","Ottawa/Macdonald-Cartier International, Ontario","Other international movements","Total itinerant movements","Number","223","units","0","v32859313","1.22.3.1","417","","","","0"
"2020-03","Canada","2016A000011124","Ottawa/Macdonald-Cartier International, Ontario","Other international movements","Total itinerant movements","Number","223","units","0","v32859313","1.22.3.1","300","","","","0"
"2020-04","Canada","2016A000011124","Ottawa/Macdonald-Cartier International, Ontario","Other international movements","Total itinerant movements","Number","223","units","0","v32859313","1.22.3.1","4","","","","0"
"2020-05","Canada","2016A000011124","Ottawa/Macdonald-Cartier International, Ontario","Other international movements","Total itinerant movements","Number","223","units","0","v32859313","1.22.3.1","6","","","","0"
"2020-06","Canada","2016A000011124","Ottawa/Macdonald-Cartier International, Ontario","Other international movements","Total itinerant movements","Number","223","units","0","v32859313","1.22.3.1","10","","","","0"
"2020-01","Canada","2016A000011124","Pitt Meadows, British Columbia","Domestic movements","Total itinerant movements","Number","223","units","0","v32859320","1.23.1.1","1183","","","","0"
"2020-02","Canada","2016A000011124","Pitt Meadows, British Columbia","Domestic movements","Total itinerant movements","Number","223","units","0","v32859320","1.23.1.1","3082","","","","0"
"2020-03","Canada","2016A000011124","Pitt Meadows, British Columbia","Domestic movements","Total itinerant movements","Number","223","units","0","v32859320","1.23.1.1","3314","","","","0"
"2020-04","Canada","2016A000011124","Pitt Meadows, British Columbia","Domestic movements","Total itinerant movements","Number","223","units","0","v32859320","1.23.1.1","2014","","","","0"
"2020-05","Canada","2016A000011124","Pitt Meadows, British Columbia","Domestic movements","Total itinerant movements","Number","223","units","0","v32859320","1.23.1.1","2413","","","","0"
"2020-06","Canada","2016A000011124","Pitt Meadows, British Columbia","Domestic movements","Total itinerant movements","Number","223","units","0","v32859320","1.23.1.1","3624","","","","0"
"2020-01","Canada","2016A000011124","Pitt Meadows, British Columbia","Transborder movements","Total itinerant movements","Number","223","units","0","v32859327","1.23.2.1","2","","","","0"
"2020-02","Canada","2016A000011124","Pitt Meadows, British Columbia","Transborder movements","Total itinerant movements","Number","223","units","0","v32859327","1.23.2.1","10","","","","0"
"2020-03","Canada","2016A000011124","Pitt Meadows, British Columbia","Transborder movements","Total itinerant movements","Number","223","units","0","v32859327","1.23.2.1","1","","","","0"
"2020-04","Canada","2016A000011124","Pitt Meadows, British Columbia","Transborder movements","Total itinerant movements","Number","223","units","0","v32859327","1.23.2.1","2","","","","0"
"2020-05","Canada","2016A000011124","Pitt Meadows, British Columbia","Transborder movements","Total itinerant movements","Number","223","units","0","v32859327","1.23.2.1","1","","","","0"
"2020-06","Canada","2016A000011124","Pitt Meadows, British Columbia","Transborder movements","Total itinerant movements","Number","223","units","0","v32859327","1.23.2.1","0","","","","0"
"2020-01","Canada","2016A000011124","Pitt Meadows, British Columbia","Other international movements","Total itinerant movements","Number","223","units","0","v32859334","1.23.3.1","0","","","","0"
"2020-02","Canada","2016A000011124","Pitt Meadows, British Columbia","Other international movements","Total itinerant movements","Number","223","units","0","v32859334","1.23.3.1","0","","","","0"
"2020-03","Canada","2016A000011124","Pitt Meadows, British Columbia","Other international movements","Total itinerant movements","Number","223","units","0","v32859334","1.23.3.1","0","","","","0"
"2020-04","Canada","2016A000011124","Pitt Meadows, British Columbia","Other international movements","Total itinerant movements","Number","223","units","0","v32859334","1.23.3.1","0","","","","0"
"2020-05","Canada","2016A000011124","Pitt Meadows, British Columbia","Other international movements","Total itinerant movements","Number","223","units","0","v32859334","1.23.3.1","0","","","","0"
"2020-06","Canada","2016A000011124","Pitt Meadows, British Columbia","Other international movements","Total itinerant movements","Number","223","units","0","v32859334","1.23.3.1","0","","","","0"
"2020-01","Canada","2016A000011124","Prince George, British Columbia","Domestic movements","Total itinerant movements","Number","223","units","0","v32859341","1.24.1.1","1996","","","","0"
"2020-02","Canada","2016A000011124","Prince George, British Columbia","Domestic movements","Total itinerant movements","Number","223","units","0","v32859341","1.24.1.1","2072","","","","0"
"2020-03","Canada","2016A000011124","Prince George, British Columbia","Domestic movements","Total itinerant movements","Number","223","units","0","v32859341","1.24.1.1","1887","","","","0"
"2020-04","Canada","2016A000011124","Prince George, British Columbia","Domestic movements","Total itinerant movements","Number","223","units","0","v32859341","1.24.1.1","1087","","","","0"
"2020-05","Canada","2016A000011124","Prince George, British Columbia","Domestic movements","Total itinerant movements","Number","223","units","0","v32859341","1.24.1.1","1385","","","","0"
"2020-06","Canada","2016A000011124","Prince George, British Columbia","Domestic movements","Total itinerant movements","Number","223","units","0","v32859341","1.24.1.1","1595","","","","0"
"2020-01","Canada","2016A000011124","Prince George, British Columbia","Transborder movements","Total itinerant movements","Number","223","units","0","v32859348","1.24.2.1","6","","","","0"
"2020-02","Canada","2016A000011124","Prince George, British Columbia","Transborder movements","Total itinerant movements","Number","223","units","0","v32859348","1.24.2.1","12","","","","0"
"2020-03","Canada","2016A000011124","Prince George, British Columbia","Transborder movements","Total itinerant movements","Number","223","units","0","v32859348","1.24.2.1","8","","","","0"
"2020-04","Canada","2016A000011124","Prince George, British Columbia","Transborder movements","Total itinerant movements","Number","223","units","0","v32859348","1.24.2.1","2","","","","0"
"2020-05","Canada","2016A000011124","Prince George, British Columbia","Transborder movements","Total itinerant movements","Number","223","units","0","v32859348","1.24.2.1","2","","","","0"
"2020-06","Canada","2016A000011124","Prince George, British Columbia","Transborder movements","Total itinerant movements","Number","223","units","0","v32859348","1.24.2.1","7","","","","0"
"2020-01","Canada","2016A000011124","Prince George, British Columbia","Other international movements","Total itinerant movements","Number","223","units","0","v32859355","1.24.3.1","8","","","","0"
"2020-02","Canada","2016A000011124","Prince George, British Columbia","Other international movements","Total itinerant movements","Number","223","units","0","v32859355","1.24.3.1","8","","","","0"
"2020-03","Canada","2016A000011124","Prince George, British Columbia","Other international movements","Total itinerant movements","Number","223","units","0","v32859355","1.24.3.1","7","","","","0"
"2020-04","Canada","2016A000011124","Prince George, British Columbia","Other international movements","Total itinerant movements","Number","223","units","0","v32859355","1.24.3.1","0","","","","0"
"2020-05","Canada","2016A000011124","Prince George, British Columbia","Other international movements","Total itinerant movements","Number","223","units","0","v32859355","1.24.3.1","0","","","","0"
"2020-06","Canada","2016A000011124","Prince George, British Columbia","Other international movements","Total itinerant movements","Number","223","units","0","v32859355","1.24.3.1","0","","","","0"
"2020-01","Canada","2016A000011124","Québec/Jean Lesage International, Quebec","Domestic movements","Total itinerant movements","Number","223","units","0","v32859362","1.25.1.1","5047","","","","0"
"2020-02","Canada","2016A000011124","Québec/Jean Lesage International, Quebec","Domestic movements","Total itinerant movements","Number","223","units","0","v32859362","1.25.1.1","5002","","","","0"
"2020-03","Canada","2016A000011124","Québec/Jean Lesage International, Quebec","Domestic movements","Total itinerant movements","Number","223","units","0","v32859362","1.25.1.1","4262","","","","0"
"2020-04","Canada","2016A000011124","Québec/Jean Lesage International, Quebec","Domestic movements","Total itinerant movements","Number","223","units","0","v32859362","1.25.1.1","1510","","","","0"
"2020-05","Canada","2016A000011124","Québec/Jean Lesage International, Quebec","Domestic movements","Total itinerant movements","Number","223","units","0","v32859362","1.25.1.1","3425","","","","0"
"2020-06","Canada","2016A000011124","Québec/Jean Lesage International, Quebec","Domestic movements","Total itinerant movements","Number","223","units","0","v32859362","1.25.1.1","5368","","","","0"
"2020-01","Canada","2016A000011124","Québec/Jean Lesage International, Quebec","Transborder movements","Total itinerant movements","Number","223","units","0","v32859369","1.25.2.1","311","","","","0"
"2020-02","Canada","2016A000011124","Québec/Jean Lesage International, Quebec","Transborder movements","Total itinerant movements","Number","223","units","0","v32859369","1.25.2.1","312","","","","0"
"2020-03","Canada","2016A000011124","Québec/Jean Lesage International, Quebec","Transborder movements","Total itinerant movements","Number","223","units","0","v32859369","1.25.2.1","270","","","","0"
"2020-04","Canada","2016A000011124","Québec/Jean Lesage International, Quebec","Transborder movements","Total itinerant movements","Number","223","units","0","v32859369","1.25.2.1","17","","","","0"
"2020-05","Canada","2016A000011124","Québec/Jean Lesage International, Quebec","Transborder movements","Total itinerant movements","Number","223","units","0","v32859369","1.25.2.1","6","","","","0"
"2020-06","Canada","2016A000011124","Québec/Jean Lesage International, Quebec","Transborder movements","Total itinerant movements","Number","223","units","0","v32859369","1.25.2.1","16","","","","0"
"2020-01","Canada","2016A000011124","Québec/Jean Lesage International, Quebec","Other international movements","Total itinerant movements","Number","223","units","0","v32859376","1.25.3.1","385","","","","0"
"2020-02","Canada","2016A000011124","Québec/Jean Lesage International, Quebec","Other international movements","Total itinerant movements","Number","223","units","0","v32859376","1.25.3.1","357","","","","0"
"2020-03","Canada","2016A000011124","Québec/Jean Lesage International, Quebec","Other international movements","Total itinerant movements","Number","223","units","0","v32859376","1.25.3.1","265","","","","0"
"2020-04","Canada","2016A000011124","Québec/Jean Lesage International, Quebec","Other international movements","Total itinerant movements","Number","223","units","0","v32859376","1.25.3.1","1","","","","0"
"2020-05","Canada","2016A000011124","Québec/Jean Lesage International, Quebec","Other international movements","Total itinerant movements","Number","223","units","0","v32859376","1.25.3.1","0","","","","0"
"2020-06","Canada","2016A000011124","Québec/Jean Lesage International, Quebec","Other international movements","Total itinerant movements","Number","223","units","0","v32859376","1.25.3.1","2","","","","0"
"2020-01","Canada","2016A000011124","Regina International, Saskatchewan","Domestic movements","Total itinerant movements","Number","223","units","0","v32859383","1.26.1.1","2755","","","","0"
"2020-02","Canada","2016A000011124","Regina International, Saskatchewan","Domestic movements","Total itinerant movements","Number","223","units","0","v32859383","1.26.1.1","3268","","","","0"
"2020-03","Canada","2016A000011124","Regina International, Saskatchewan","Domestic movements","Total itinerant movements","Number","223","units","0","v32859383","1.26.1.1","2219","","","","0"
"2020-04","Canada","2016A000011124","Regina International, Saskatchewan","Domestic movements","Total itinerant movements","Number","223","units","0","v32859383","1.26.1.1","695","","","","0"
"2020-05","Canada","2016A000011124","Regina International, Saskatchewan","Domestic movements","Total itinerant movements","Number","223","units","0","v32859383","1.26.1.1","1025","","","","0"
"2020-06","Canada","2016A000011124","Regina International, Saskatchewan","Domestic movements","Total itinerant movements","Number","223","units","0","v32859383","1.26.1.1","1485","","","","0"
"2020-01","Canada","2016A000011124","Regina International, Saskatchewan","Transborder movements","Total itinerant movements","Number","223","units","0","v32859390","1.26.2.1","97","","","","0"
"2020-02","Canada","2016A000011124","Regina International, Saskatchewan","Transborder movements","Total itinerant movements","Number","223","units","0","v32859390","1.26.2.1","105","","","","0"
"2020-03","Canada","2016A000011124","Regina International, Saskatchewan","Transborder movements","Total itinerant movements","Number","223","units","0","v32859390","1.26.2.1","85","","","","0"
"2020-04","Canada","2016A000011124","Regina International, Saskatchewan","Transborder movements","Total itinerant movements","Number","223","units","0","v32859390","1.26.2.1","7","","","","0"
"2020-05","Canada","2016A000011124","Regina International, Saskatchewan","Transborder movements","Total itinerant movements","Number","223","units","0","v32859390","1.26.2.1","12","","","","0"
"2020-06","Canada","2016A000011124","Regina International, Saskatchewan","Transborder movements","Total itinerant movements","Number","223","units","0","v32859390","1.26.2.1","10","","","","0"
"2020-01","Canada","2016A000011124","Regina International, Saskatchewan","Other international movements","Total itinerant movements","Number","223","units","0","v32859397","1.26.3.1","120","","","","0"
"2020-02","Canada","2016A000011124","Regina International, Saskatchewan","Other international movements","Total itinerant movements","Number","223","units","0","v32859397","1.26.3.1","118","","","","0"
"2020-03","Canada","2016A000011124","Regina International, Saskatchewan","Other international movements","Total itinerant movements","Number","223","units","0","v32859397","1.26.3.1","91","","","","0"
"2020-04","Canada","2016A000011124","Regina International, Saskatchewan","Other international movements","Total itinerant movements","Number","223","units","0","v32859397","1.26.3.1","0","","","","0"
"2020-05","Canada","2016A000011124","Regina International, Saskatchewan","Other international movements","Total itinerant movements","Number","223","units","0","v32859397","1.26.3.1","0","","","","0"
"2020-06","Canada","2016A000011124","Regina International, Saskatchewan","Other international movements","Total itinerant movements","Number","223","units","0","v32859397","1.26.3.1","0","","","","0"
"2020-01","Canada","2016A000011124","Saskatoon/John G. Diefenbaker International, Saskatchewan","Domestic movements","Total itinerant movements","Number","223","units","0","v32859404","1.27.1.1","3794","","","","0"
"2020-02","Canada","2016A000011124","Saskatoon/John G. Diefenbaker International, Saskatchewan","Domestic movements","Total itinerant movements","Number","223","units","0","v32859404","1.27.1.1","4353","","","","0"
"2020-03","Canada","2016A000011124","Saskatoon/John G. Diefenbaker International, Saskatchewan","Domestic movements","Total itinerant movements","Number","223","units","0","v32859404","1.27.1.1","3271","","","","0"
"2020-04","Canada","2016A000011124","Saskatoon/John G. Diefenbaker International, Saskatchewan","Domestic movements","Total itinerant movements","Number","223","units","0","v32859404","1.27.1.1","1310","","","","0"
"2020-05","Canada","2016A000011124","Saskatoon/John G. Diefenbaker International, Saskatchewan","Domestic movements","Total itinerant movements","Number","223","units","0","v32859404","1.27.1.1","1720","","","","0"
"2020-06","Canada","2016A000011124","Saskatoon/John G. Diefenbaker International, Saskatchewan","Domestic movements","Total itinerant movements","Number","223","units","0","v32859404","1.27.1.1","2409","","","","0"
"2020-01","Canada","2016A000011124","Saskatoon/John G. Diefenbaker International, Saskatchewan","Transborder movements","Total itinerant movements","Number","223","units","0","v32859411","1.27.2.1","205","","","","0"
"2020-02","Canada","2016A000011124","Saskatoon/John G. Diefenbaker International, Saskatchewan","Transborder movements","Total itinerant movements","Number","223","units","0","v32859411","1.27.2.1","196","","","","0"
"2020-03","Canada","2016A000011124","Saskatoon/John G. Diefenbaker International, Saskatchewan","Transborder movements","Total itinerant movements","Number","223","units","0","v32859411","1.27.2.1","177","","","","0"
"2020-04","Canada","2016A000011124","Saskatoon/John G. Diefenbaker International, Saskatchewan","Transborder movements","Total itinerant movements","Number","223","units","0","v32859411","1.27.2.1","19","","","","0"
"2020-05","Canada","2016A000011124","Saskatoon/John G. Diefenbaker International, Saskatchewan","Transborder movements","Total itinerant movements","Number","223","units","0","v32859411","1.27.2.1","17","","","","0"
"2020-06","Canada","2016A000011124","Saskatoon/John G. Diefenbaker International, Saskatchewan","Transborder movements","Total itinerant movements","Number","223","units","0","v32859411","1.27.2.1","14","","","","0"
"2020-01","Canada","2016A000011124","Saskatoon/John G. Diefenbaker International, Saskatchewan","Other international movements","Total itinerant movements","Number","223","units","0","v32859418","1.27.3.1","82","","","","0"
"2020-02","Canada","2016A000011124","Saskatoon/John G. Diefenbaker International, Saskatchewan","Other international movements","Total itinerant movements","Number","223","units","0","v32859418","1.27.3.1","79","","","","0"
"2020-03","Canada","2016A000011124","Saskatoon/John G. Diefenbaker International, Saskatchewan","Other international movements","Total itinerant movements","Number","223","units","0","v32859418","1.27.3.1","63","","","","0"
"2020-04","Canada","2016A000011124","Saskatoon/John G. Diefenbaker International, Saskatchewan","Other international movements","Total itinerant movements","Number","223","units","0","v32859418","1.27.3.1","1","","","","0"
"2020-05","Canada","2016A000011124","Saskatoon/John G. Diefenbaker International, Saskatchewan","Other international movements","Total itinerant movements","Number","223","units","0","v32859418","1.27.3.1","0","","","","0"
"2020-06","Canada","2016A000011124","Saskatoon/John G. Diefenbaker International, Saskatchewan","Other international movements","Total itinerant movements","Number","223","units","0","v32859418","1.27.3.1","0","","","","0"
"2020-01","Canada","2016A000011124","Sault Ste. Marie, Ontario","Domestic movements","Total itinerant movements","Number","223","units","0","v32859425","1.28.1.1","1464","","","","0"
"2020-02","Canada","2016A000011124","Sault Ste. Marie, Ontario","Domestic movements","Total itinerant movements","Number","223","units","0","v32859425","1.28.1.1","2026","","","","0"
"2020-03","Canada","2016A000011124","Sault Ste. Marie, Ontario","Domestic movements","Total itinerant movements","Number","223","units","0","v32859425","1.28.1.1","1442","","","","0"
"2020-04","Canada","2016A000011124","Sault Ste. Marie, Ontario","Domestic movements","Total itinerant movements","Number","223","units","0","v32859425","1.28.1.1","373","","","","0"
"2020-05","Canada","2016A000011124","Sault Ste. Marie, Ontario","Domestic movements","Total itinerant movements","Number","223","units","0","v32859425","1.28.1.1","524","","","","0"
"2020-06","Canada","2016A000011124","Sault Ste. Marie, Ontario","Domestic movements","Total itinerant movements","Number","223","units","0","v32859425","1.28.1.1","532","","","","0"
"2020-01","Canada","2016A000011124","Sault Ste. Marie, Ontario","Transborder movements","Total itinerant movements","Number","223","units","0","v32859432","1.28.2.1","7","","","","0"
"2020-02","Canada","2016A000011124","Sault Ste. Marie, Ontario","Transborder movements","Total itinerant movements","Number","223","units","0","v32859432","1.28.2.1","5","","","","0"
"2020-03","Canada","2016A000011124","Sault Ste. Marie, Ontario","Transborder movements","Total itinerant movements","Number","223","units","0","v32859432","1.28.2.1","14","","","","0"
"2020-04","Canada","2016A000011124","Sault Ste. Marie, Ontario","Transborder movements","Total itinerant movements","Number","223","units","0","v32859432","1.28.2.1","2","","","","0"
"2020-05","Canada","2016A000011124","Sault Ste. Marie, Ontario","Transborder movements","Total itinerant movements","Number","223","units","0","v32859432","1.28.2.1","7","","","","0"
"2020-06","Canada","2016A000011124","Sault Ste. Marie, Ontario","Transborder movements","Total itinerant movements","Number","223","units","0","v32859432","1.28.2.1","6","","","","0"
"2020-01","Canada","2016A000011124","Sault Ste. Marie, Ontario","Other international movements","Total itinerant movements","Number","223","units","0","v32859439","1.28.3.1","0","","","","0"
"2020-02","Canada","2016A000011124","Sault Ste. Marie, Ontario","Other international movements","Total itinerant movements","Number","223","units","0","v32859439","1.28.3.1","1","","","","0"
"2020-03","Canada","2016A000011124","Sault Ste. Marie, Ontario","Other international movements","Total itinerant movements","Number","223","units","0","v32859439","1.28.3.1","0","","","","0"
"2020-04","Canada","2016A000011124","Sault Ste. Marie, Ontario","Other international movements","Total itinerant movements","Number","223","units","0","v32859439","1.28.3.1","0","","","","0"
"2020-05","Canada","2016A000011124","Sault Ste. Marie, Ontario","Other international movements","Total itinerant movements","Number","223","units","0","v32859439","1.28.3.1","0","","","","0"
"2020-06","Canada","2016A000011124","Sault Ste. Marie, Ontario","Other international movements","Total itinerant movements","Number","223","units","0","v32859439","1.28.3.1","0","","","","0"
"2020-01","Canada","2016A000011124","St. John's International, Newfoundland and Labrador","Domestic movements","Total itinerant movements","Number","223","units","0","v32859446","1.29.1.1","2357","","","","0"
